Age,Workclass,fnlwgt,Education_num,Marital_status,Occupation,Relationship,Race,Gender,Capital_gain,Capital_loss,Hours_per_week,Native_country,Income
20,4,133515,10,4,12,2,4,0,0,0,40,39,0
27,4,181667,9,2,7,0,4,1,5013,0,46,2,0
64,4,159715,10,2,3,0,4,1,0,0,20,39,0
53,1,174040,10,5,3,1,2,1,0,0,40,39,0
52,4,117700,9,0,1,1,4,0,0,0,40,39,0
29,4,37215,9,2,3,0,4,1,0,0,55,39,0
32,5,46807,9,2,3,0,4,1,99999,0,40,39,1
48,6,317360,13,2,10,5,4,0,0,0,20,39,1
30,4,425627,10,4,3,2,4,1,0,0,40,26,0
34,4,82623,9,2,8,0,4,1,0,0,20,39,0
19,0,63574,10,4,0,3,4,1,0,0,50,39,0
39,4,140854,9,4,10,1,4,1,0,0,50,39,0
28,4,185061,7,4,6,2,4,1,0,0,40,39,0
17,4,160118,8,4,12,1,4,0,0,0,10,0,0
54,4,282680,13,4,10,1,4,0,0,0,50,39,0
24,4,137591,10,4,12,3,4,1,0,1762,40,39,0
25,4,198163,9,4,4,3,4,0,0,0,40,39,0
25,4,132749,7,0,8,4,4,0,0,0,12,39,0
48,2,31264,10,2,4,5,4,0,5178,0,40,39,1
24,4,399449,13,4,12,3,4,0,0,0,40,39,0
31,4,27494,10,2,12,0,1,1,0,0,50,36,0
47,4,368561,10,2,3,0,4,1,0,0,40,39,1
45,4,102096,13,2,4,0,4,1,0,0,40,0,1
19,4,406078,10,4,1,3,4,0,0,0,25,39,0
52,5,100506,10,2,12,0,4,1,15024,0,50,39,1
52,4,29658,9,2,1,0,4,1,0,0,40,39,0
19,0,20469,9,4,0,2,1,0,0,0,12,35,0
60,4,181953,9,2,14,0,4,1,0,0,28,39,0
43,4,304175,14,2,10,0,4,1,0,0,50,39,1
24,4,170070,12,0,8,3,4,0,0,0,30,39,0
20,0,193416,10,4,0,3,4,0,0,0,40,39,0
51,4,194908,9,4,1,1,4,0,0,0,40,39,0
38,6,357962,5,0,3,1,4,1,0,0,40,39,0
21,4,214716,10,4,1,3,4,0,0,0,10,39,0
40,5,207578,9,2,1,0,4,1,0,0,50,39,1
54,4,146409,10,6,4,4,4,0,0,0,40,39,0
35,4,341643,13,4,8,2,4,1,0,0,50,39,0
52,4,131631,7,5,7,4,2,1,0,0,40,39,0
53,4,88842,9,2,4,0,4,1,99999,0,40,39,1
56,0,128900,10,6,0,1,2,0,0,0,40,39,0
35,4,417136,9,0,3,4,2,1,0,0,40,39,0
43,6,336763,10,0,12,4,4,0,0,880,42,39,0
29,4,209301,13,2,3,0,4,1,0,0,40,2,0
29,4,120986,9,2,14,0,0,1,0,0,65,39,0
27,4,51025,9,4,8,1,4,0,0,0,40,39,0
58,4,218281,13,2,1,0,4,1,0,0,40,26,0
64,4,114994,9,2,6,0,4,1,0,0,18,39,0
53,4,335481,9,2,1,5,2,0,0,0,32,39,0
21,4,174503,9,4,1,1,4,0,0,0,30,39,0
40,6,230478,12,0,4,1,4,1,0,0,30,39,0
52,7,149650,16,2,10,0,4,1,0,0,40,20,1
38,4,149419,11,4,13,1,4,1,0,0,50,39,0
40,0,341539,10,0,0,1,4,0,0,0,30,39,0
39,4,185099,9,2,4,0,4,1,0,0,40,39,0
56,0,132930,14,4,0,1,4,0,0,0,50,39,1
68,4,128472,16,2,10,0,4,1,0,0,55,39,1
24,4,124971,9,4,12,1,4,1,0,0,38,39,0
40,5,344060,15,2,10,0,4,1,0,0,50,39,1
43,5,286750,15,2,10,0,2,1,0,0,99,39,1
38,4,296999,13,4,4,1,4,0,0,0,70,39,0
45,4,123681,9,2,12,0,4,1,0,0,40,39,1
18,4,232024,7,4,7,3,4,1,0,0,55,39,0
57,2,52267,14,2,4,0,4,1,0,0,50,39,1
49,4,119182,9,5,8,1,2,0,0,0,35,39,0
25,4,191230,10,4,4,3,4,0,0,0,40,41,0
52,1,23780,10,0,1,1,4,1,0,0,40,39,0
56,4,184553,6,0,3,1,4,1,0,0,56,39,0
26,5,242651,10,4,12,1,4,1,0,0,48,39,0
19,4,246226,9,4,3,1,4,0,0,0,40,39,0
25,5,86745,13,4,1,3,1,0,0,0,40,39,0
25,4,106889,9,2,1,5,4,0,0,0,30,39,0
21,4,460835,9,4,12,2,4,1,0,0,45,39,0
48,6,213140,4,2,3,0,4,1,0,0,40,22,0
33,7,37070,14,2,10,0,4,1,0,0,60,2,0
31,7,93589,9,0,11,3,3,1,0,0,40,39,0
26,6,213258,9,0,5,4,4,1,0,0,65,39,0
37,7,46814,13,4,10,1,4,1,0,0,38,39,0
29,0,168873,10,0,0,4,4,0,0,0,30,39,0
20,4,284737,10,4,8,3,4,1,0,0,20,39,0
28,4,309620,10,2,12,0,3,1,0,0,60,0,0
49,4,197418,9,6,1,4,4,0,0,0,20,39,0
73,0,132737,6,4,0,1,4,1,0,0,4,39,0
49,4,185041,14,2,4,0,4,1,0,1977,40,39,1
51,4,159604,10,2,10,5,4,0,0,0,40,39,1
40,4,123557,10,2,12,0,4,1,0,0,40,39,0
24,4,275421,11,4,7,3,4,0,0,0,40,39,0
18,4,167147,8,4,12,3,4,1,0,0,24,39,0
41,4,197583,6,2,14,0,2,1,0,0,40,39,1
46,4,175109,9,2,1,0,4,1,0,1485,40,39,1
46,4,117502,9,2,1,5,4,0,0,0,40,39,0
64,4,180401,6,2,14,0,4,1,0,0,40,39,1
50,6,146603,15,2,10,0,4,1,0,0,40,39,1
53,7,143822,14,2,10,0,4,1,0,0,36,39,1
21,4,51985,9,4,3,1,4,1,0,0,40,39,0
22,7,48121,10,2,8,0,4,1,0,0,25,39,0
37,4,234807,13,0,4,4,4,0,7430,0,45,39,1
39,1,65324,15,4,10,1,4,1,0,0,55,39,1
30,4,302149,13,2,12,0,1,1,0,0,40,19,0
25,4,168403,13,4,10,1,4,1,0,1741,40,39,0
26,4,159897,10,4,4,4,2,0,0,0,40,39,0
43,4,416338,13,4,12,1,4,1,0,0,50,39,0
59,4,370615,9,6,1,4,4,0,0,0,60,39,0
27,4,219371,9,3,1,4,4,0,0,0,40,23,0
55,4,120970,6,2,3,0,2,1,0,0,40,39,1
20,4,22966,10,4,8,3,4,1,0,0,12,2,0
25,4,34541,11,4,10,1,4,0,0,0,36,2,0
28,4,191027,12,5,8,1,4,1,0,0,40,39,0
29,4,107458,13,4,12,1,4,1,0,0,50,39,0
60,4,121832,7,2,12,0,4,1,0,0,40,39,1
37,2,233825,13,2,10,5,4,0,15024,0,50,39,1
25,4,73839,7,0,12,3,4,0,0,0,40,39,0
27,4,109165,10,2,3,0,4,1,0,0,60,39,0
50,7,103063,13,2,4,0,4,1,0,0,40,39,1
41,6,29762,10,2,5,0,4,1,5013,0,70,39,0
46,4,111979,4,2,3,0,4,1,0,0,47,39,0
35,4,150125,11,0,8,4,2,0,0,0,40,39,0
21,0,301853,10,4,0,3,4,1,0,0,40,39,0
35,0,296738,7,5,0,1,4,0,6849,0,60,39,0
40,4,118001,9,4,6,1,2,1,0,0,40,39,0
49,4,149337,13,2,4,0,4,1,0,0,40,39,1
29,4,36601,13,4,10,1,4,0,0,0,50,39,0
43,2,118600,13,0,10,4,4,0,0,625,40,39,0
39,4,279272,12,4,14,1,2,1,0,0,60,39,0
35,4,181020,9,4,6,3,4,1,0,0,60,39,0
52,4,165998,10,2,7,0,4,1,0,0,40,39,0
25,4,218136,10,4,6,1,2,1,0,0,40,28,0
20,5,182200,9,4,7,3,4,0,0,0,30,39,0
46,4,39363,10,0,8,4,4,0,0,0,10,0,0
24,4,140001,13,4,4,1,4,1,0,0,40,39,0
29,4,193260,13,2,3,2,1,1,0,0,30,19,0
21,4,191243,10,4,8,3,4,1,0,0,40,39,0
37,1,207887,13,0,4,2,4,0,0,0,50,39,0
43,1,211450,9,4,1,3,4,1,0,0,40,39,0
19,4,184759,9,4,1,1,4,0,0,0,26,39,0
47,4,197836,9,2,12,0,4,1,0,0,45,39,0
61,4,232308,9,2,14,0,4,1,0,0,45,39,1
21,0,189888,12,4,0,1,4,1,0,0,55,39,0
35,4,301614,9,2,8,0,4,1,0,0,60,39,0
60,4,146674,6,2,6,0,2,1,0,0,40,39,0
27,4,225291,10,4,1,1,4,0,0,0,40,39,0
57,2,148509,13,2,10,0,1,1,0,0,35,19,0
56,4,136413,2,2,3,0,4,1,0,0,40,39,0
27,4,126060,9,4,4,1,4,0,0,0,40,39,0
47,4,73064,4,2,7,5,2,0,0,0,35,39,0
19,4,39026,9,4,8,1,4,1,0,0,30,39,0
28,6,33035,8,0,8,4,4,0,0,0,30,39,0
43,4,193494,6,2,1,0,4,1,0,0,40,39,0
63,2,147440,10,0,4,1,4,0,0,0,35,39,0
22,0,153131,10,4,0,3,4,1,0,0,40,39,0
25,4,64671,9,0,6,3,1,0,0,0,40,30,0
35,6,225399,9,4,7,3,4,1,8614,0,40,39,1
20,4,174391,9,4,6,3,4,0,0,0,40,39,0
48,4,377757,6,2,12,0,4,1,0,0,70,39,0
30,2,364310,13,4,10,1,2,0,0,0,40,11,0
31,4,110643,13,2,10,0,4,1,0,0,40,39,1
20,4,70240,9,4,12,3,1,0,0,0,24,30,0
57,7,32694,14,2,10,0,4,1,0,0,50,39,1
41,4,95047,11,2,1,5,4,0,7688,0,44,39,1
33,4,264936,9,0,1,2,4,0,0,0,40,39,0
27,4,367329,11,2,5,0,4,1,0,0,40,39,0
34,4,56026,9,2,5,0,4,1,0,0,60,39,1
22,4,186452,6,4,3,1,4,1,0,0,30,39,0
50,4,125417,12,2,4,5,2,0,0,0,40,39,1
40,6,242082,13,2,10,0,4,1,0,0,45,39,1
37,4,31023,9,2,3,0,4,1,0,0,51,39,0
40,0,397346,12,0,0,1,4,1,0,0,40,39,0
53,4,424079,14,2,4,0,4,1,15024,0,55,39,1
38,6,108947,10,2,7,0,4,1,7688,0,40,39,1
25,7,261979,9,4,10,1,4,1,0,0,40,39,0
51,4,55507,9,2,3,0,2,1,0,0,40,39,0
22,0,291407,8,4,0,3,2,1,0,0,40,39,0
18,4,353358,10,4,8,3,4,1,0,0,16,39,0
41,4,67339,7,2,6,0,4,1,7688,0,40,39,1
33,4,235109,9,4,1,4,4,0,0,0,40,39,0
33,4,208180,13,4,12,1,4,0,0,0,40,39,0
67,7,423561,10,2,14,0,4,1,0,0,40,39,0
47,6,145290,9,2,4,0,4,1,0,2415,50,39,1
24,4,403671,10,4,7,1,4,1,0,0,40,39,0
32,2,49325,4,2,8,0,4,1,0,0,40,39,0
29,4,370494,9,4,8,4,4,0,0,0,40,26,0
25,4,267012,11,4,12,1,4,1,0,0,45,39,0
33,4,191856,10,0,1,1,4,0,0,0,40,39,0
55,4,80445,13,2,3,0,4,1,0,0,40,39,0
31,4,379798,10,2,12,0,4,1,0,0,40,39,1
32,2,168387,14,2,10,0,4,1,0,0,50,39,0
18,4,301948,9,4,11,3,4,1,34095,0,3,39,0
36,4,274809,9,0,1,4,4,0,0,0,50,39,0
58,4,233193,9,6,1,1,4,0,0,0,27,39,0
34,4,299635,14,2,4,0,4,1,0,1902,50,39,1
19,4,236396,7,4,6,1,4,1,0,0,40,39,0
21,4,688355,9,4,1,4,2,0,0,0,40,39,0
36,5,37019,9,4,5,1,4,1,0,0,50,39,0
37,4,148015,13,2,10,5,2,0,15024,0,40,39,1
43,4,122975,9,2,7,5,2,0,0,0,21,38,0
52,7,349795,13,2,11,0,4,1,0,0,40,39,0
48,4,229846,11,0,8,1,4,0,0,0,40,0,0
43,4,108945,10,0,10,4,4,0,0,0,38,39,0
22,4,237498,9,4,8,3,4,1,0,0,40,39,0
57,4,188872,3,0,14,4,4,1,6497,0,40,39,0
37,4,324019,12,4,1,1,4,0,0,0,40,39,0
39,4,82488,10,0,12,4,1,0,0,0,38,39,0
54,4,206964,10,2,12,0,4,1,0,0,40,39,1
27,4,37088,12,4,8,1,4,1,0,0,40,39,0
21,4,152540,9,4,1,1,4,0,0,0,35,39,0
65,4,143554,10,5,1,1,4,0,0,0,38,39,0
30,4,126242,10,2,8,5,4,0,0,0,40,39,0
22,4,127185,5,4,7,1,4,0,0,0,40,39,0
26,4,164018,13,2,12,0,4,1,4064,0,50,39,0
25,4,210184,7,5,3,3,4,1,0,0,40,39,0
35,0,117528,11,2,0,5,4,0,0,0,40,39,1
47,4,124973,11,2,4,0,4,1,15024,0,50,39,1
23,4,182117,12,4,8,3,4,1,0,0,60,39,0
42,4,220049,9,2,12,0,2,1,0,0,40,39,1
39,6,247975,10,4,3,1,1,1,0,0,30,39,0
55,4,50164,16,2,4,0,4,1,0,0,60,39,1
24,7,123160,14,3,10,1,1,0,0,0,10,3,0
46,5,219962,13,2,7,0,4,1,7298,0,40,0,1
53,4,79324,9,2,3,0,4,1,0,0,40,39,1
44,4,129100,7,5,8,4,2,0,0,0,60,39,0
40,4,210275,9,5,14,4,2,0,0,0,40,39,0
48,4,189462,10,2,3,0,4,1,7688,0,40,39,1
26,4,171114,11,5,1,4,4,0,0,0,35,39,0
22,4,201799,9,4,12,3,4,0,0,0,40,39,0
35,0,200426,9,2,0,5,4,0,0,0,12,39,0
20,0,24395,10,4,0,4,4,0,0,0,20,39,0
43,4,191149,9,0,4,1,4,0,0,0,40,39,0
37,2,34173,9,2,8,5,4,0,0,0,25,39,0
30,4,350979,9,2,3,0,1,1,0,0,40,25,0
41,4,147314,9,2,12,0,0,1,0,0,50,39,0
38,4,136081,15,2,10,0,4,1,0,0,60,39,1
77,0,232894,5,2,0,0,2,1,0,0,40,39,0
42,6,373403,9,2,5,0,4,1,0,0,50,39,0
20,4,120601,9,4,14,3,2,1,0,0,40,39,0
36,4,130926,13,0,1,1,4,0,3674,0,40,39,0
32,1,72338,11,4,10,2,1,1,0,0,40,39,0
27,4,129624,13,2,4,0,4,1,0,0,40,39,1
25,7,328697,10,0,11,2,4,1,0,0,45,39,0
40,4,191196,14,4,4,1,4,1,0,0,40,39,0
18,0,191117,7,4,0,3,4,1,0,0,25,39,0
49,4,110243,13,2,4,0,4,1,0,0,45,39,1
17,4,181580,7,4,8,3,4,0,0,0,16,39,0
29,4,89030,9,4,12,4,4,0,0,0,40,39,0
47,4,345493,15,2,10,0,1,1,99999,0,55,36,1
24,6,277700,10,5,6,3,4,1,0,0,45,39,0
58,0,198478,4,2,0,0,4,1,0,0,24,39,0
29,4,250679,9,4,3,1,4,1,0,0,40,39,0
45,4,168837,10,2,1,5,4,0,0,0,24,2,1
30,4,142675,8,2,3,0,4,1,0,0,50,39,0
19,4,299050,10,4,1,3,4,1,0,0,20,39,0
59,4,107833,6,2,14,0,4,1,0,1485,40,39,1
47,4,121958,4,3,8,4,4,0,0,0,30,39,0
41,4,282948,10,2,13,0,2,1,3137,0,40,39,0
28,4,176683,12,4,10,3,4,1,0,0,40,10,0
46,4,34377,12,2,3,0,4,1,0,0,40,39,1
40,6,209833,10,2,3,0,4,1,0,0,60,39,0
66,7,41506,6,0,8,1,2,0,0,0,40,39,0
30,2,125159,13,4,10,1,2,1,14084,0,45,0,1
44,6,147206,10,4,3,3,4,1,0,0,12,39,0
58,6,93664,9,2,4,0,4,1,15024,0,60,39,1
21,4,315065,4,4,8,2,4,1,0,0,48,26,0
59,4,381851,5,6,8,4,2,0,0,0,40,39,0
35,2,185769,10,2,8,0,4,1,0,0,40,39,0
45,4,186272,5,2,1,0,2,1,5178,0,40,39,1
30,4,312667,9,2,14,0,4,1,0,0,40,39,0
33,4,343925,9,4,6,1,2,1,0,0,40,23,0
26,4,195994,10,4,12,1,4,0,0,0,15,39,0
48,4,398843,10,5,12,4,2,0,0,0,35,39,0
31,4,73514,9,4,12,3,1,0,0,0,40,39,0
36,4,288049,9,2,4,0,4,1,0,0,45,39,0
48,4,54759,9,0,10,4,4,0,0,0,38,39,0
30,4,155343,9,2,3,0,4,1,5013,0,40,39,0
33,4,401104,9,2,6,0,4,1,0,0,50,39,1
19,0,124884,5,4,0,1,4,0,0,0,25,39,0
37,2,287306,12,2,10,5,2,0,99999,0,40,0,1
53,4,113995,13,2,4,0,4,1,0,0,45,39,1
18,4,146378,10,4,8,3,4,0,0,0,40,0,0
38,4,111499,10,2,14,0,4,1,7298,0,50,39,1
34,4,34374,10,4,8,1,4,1,0,0,50,39,0
45,4,162187,13,2,12,0,4,1,0,0,52,39,1
33,2,147654,11,2,10,0,4,1,0,0,60,39,0
35,4,182467,11,2,3,5,4,0,0,0,44,39,0
22,4,183970,9,4,6,3,2,1,0,0,40,39,0
35,4,332588,9,0,8,4,4,0,0,0,30,39,0
45,4,26781,9,2,10,0,0,1,0,0,8,39,0
17,4,48610,7,4,5,3,4,1,0,0,45,39,0
50,4,162632,9,2,4,0,4,1,0,0,45,39,0
38,2,91711,13,2,10,0,4,1,0,0,50,39,1
33,4,198003,10,2,3,0,4,1,7298,0,50,39,1
46,4,179048,9,2,12,0,4,1,0,0,35,0,0
25,4,262778,13,4,12,1,4,0,6849,0,50,39,0
64,4,102470,9,2,3,0,4,1,0,0,40,39,0
62,6,123170,10,2,4,0,4,1,0,0,10,39,0
32,4,164243,9,2,13,0,4,1,0,0,60,39,1
17,4,262511,7,4,12,3,4,1,0,0,20,39,0
61,4,51170,9,2,3,0,4,1,0,0,55,39,0
40,7,91949,16,4,10,1,2,0,0,0,40,39,0
21,4,123727,9,4,4,2,4,0,0,0,40,39,0
39,4,173175,13,2,4,0,4,1,15024,0,50,39,1
35,6,120301,10,2,4,0,4,1,0,0,45,39,0
29,4,250967,11,2,10,0,4,1,0,0,40,39,0
27,1,285432,12,4,14,1,2,1,0,0,40,39,0
20,4,36235,12,4,1,1,4,0,0,0,40,39,0
34,0,317219,10,2,0,5,4,0,0,0,20,39,1
51,2,110965,14,4,10,3,4,1,0,0,40,39,0
45,4,123283,9,5,7,4,2,0,0,0,15,39,0
20,0,249087,10,4,0,3,4,0,0,0,40,39,0
31,4,152940,10,2,3,0,4,1,0,0,40,39,0
29,4,376680,9,4,13,3,2,1,0,0,40,39,0
56,4,231232,13,2,1,0,4,1,0,0,30,2,0
55,6,168625,10,0,13,1,4,0,0,0,12,39,1
26,4,33939,10,4,13,3,4,1,0,0,20,39,0
46,4,155659,10,2,3,0,4,1,15024,0,45,39,1
32,2,190228,9,2,8,0,4,1,0,0,40,39,0
28,4,216178,9,2,12,0,4,1,0,0,40,39,0
27,4,587310,4,4,8,2,4,1,0,0,35,13,0
23,4,155919,5,3,3,1,4,1,0,0,40,26,0
59,4,227386,6,2,3,0,4,1,0,0,40,39,0
26,4,138152,8,4,3,2,3,1,0,0,48,13,0
36,4,167482,6,4,6,1,4,1,0,0,40,39,0
18,4,57957,9,4,12,3,4,0,0,0,15,39,0
33,4,157747,5,0,6,1,4,1,0,0,70,39,0
60,6,88570,11,2,14,5,4,0,0,0,15,11,1
40,4,273308,9,0,7,4,4,0,0,0,48,26,0
48,4,216292,9,2,5,0,4,1,0,0,43,39,0
27,6,131298,6,2,3,0,4,1,0,0,48,39,0
19,4,386378,10,4,8,3,4,1,0,0,20,39,0
38,4,179668,13,2,10,0,4,1,0,0,50,39,1
26,4,210812,10,0,3,1,4,1,0,0,43,39,0
45,1,311671,11,2,11,0,4,1,3908,0,40,39,0
20,4,215247,10,4,1,3,4,0,0,0,20,39,0
32,1,125856,9,0,3,4,4,1,0,0,40,39,0
22,4,74631,10,4,6,3,4,0,0,0,13,39,0
22,4,24008,9,4,1,1,4,1,0,0,40,39,0
38,7,354591,9,4,8,4,2,0,114,0,38,39,0
34,4,155343,9,2,3,0,4,1,0,1848,50,39,1
46,4,308334,2,6,8,4,3,0,0,0,30,26,0
39,4,245361,13,0,4,1,4,0,0,0,25,39,0
79,6,158319,9,6,8,1,4,0,0,0,24,39,0
60,0,204486,13,2,0,0,4,1,0,0,8,39,1
24,4,314823,9,4,12,3,4,1,0,0,40,6,0
31,4,211334,10,2,3,0,4,1,2407,0,65,39,0
37,6,73199,13,2,12,0,1,1,3137,0,77,40,0
23,4,126550,9,4,3,2,4,1,0,0,40,39,0
31,4,260782,10,2,14,0,4,1,0,1579,45,8,0
29,4,114224,13,2,10,0,4,1,0,0,40,39,1
22,7,64292,13,4,10,3,4,0,0,0,43,39,0
69,0,628797,10,6,0,1,4,0,0,0,20,39,0
55,2,219775,9,0,8,4,4,0,0,0,38,39,0
43,4,212894,9,0,3,2,4,1,0,0,40,39,0
23,4,260019,4,4,5,4,3,1,0,0,36,26,0
29,4,228075,9,4,1,4,4,1,0,0,35,26,0
22,4,239806,11,4,8,2,4,0,0,0,40,26,0
22,4,324637,10,4,12,1,4,1,0,0,42,39,0
25,4,163620,9,2,4,0,4,1,7298,0,84,39,1
29,4,194200,10,4,7,3,4,1,0,0,45,39,0
25,7,129200,10,4,14,1,2,1,0,0,40,39,0
33,1,207172,9,4,4,1,4,0,0,0,40,39,0
33,4,135312,13,4,10,1,4,1,0,0,40,39,1
31,4,100734,16,4,10,1,4,0,0,0,28,39,0
30,2,226443,14,2,10,0,4,1,0,1887,45,39,1
55,4,110871,13,2,12,0,4,1,0,0,40,39,0
36,4,192704,8,4,4,1,4,1,4650,0,50,39,0
47,0,224108,9,6,0,4,4,0,0,0,40,39,0
28,4,78870,13,4,12,1,4,1,8614,0,40,39,1
42,4,107762,14,2,10,0,4,1,0,0,40,39,1
51,4,183611,12,0,4,4,4,1,0,0,55,11,0
62,2,249078,13,0,10,1,2,0,0,0,40,39,0
65,5,208452,10,2,12,0,4,1,0,0,35,39,1
23,4,302195,13,2,10,0,4,1,0,0,40,39,0
60,0,199947,9,2,0,0,4,1,0,0,32,39,0
47,4,379118,4,2,3,0,2,1,0,0,60,39,1
50,5,174855,9,0,4,4,4,0,0,0,40,39,0
70,0,173736,13,2,0,0,4,1,0,0,6,39,0
32,6,39369,13,2,3,0,4,1,0,0,40,39,0
37,1,196348,10,2,7,0,4,1,0,0,40,39,0
31,4,340917,9,4,3,4,4,1,14344,0,40,39,1
76,4,97077,6,6,12,4,2,0,0,0,12,39,0
54,4,200098,13,0,12,1,2,0,0,0,60,39,0
32,1,127651,13,2,10,0,4,1,0,0,40,39,1
31,4,315128,10,4,1,1,4,0,0,0,52,39,0
31,1,206823,13,0,11,1,4,1,0,0,50,39,1
65,6,316093,15,0,10,1,4,1,0,1668,40,39,0
30,4,112115,9,2,7,0,4,1,0,0,60,21,1
63,0,203821,9,2,0,0,4,1,0,0,40,39,0
21,4,250051,10,4,10,3,4,0,0,0,10,39,0
40,1,298635,14,2,13,0,1,1,0,1902,40,30,1
26,7,109193,10,4,3,1,4,0,0,0,40,39,0
18,4,130849,7,4,8,3,4,0,0,0,8,39,0
34,2,43959,9,2,8,0,4,1,0,0,50,39,0
66,2,222810,10,0,8,2,4,0,7896,0,40,0,1
44,6,27242,10,4,5,3,4,1,0,0,60,39,0
30,4,53158,12,4,13,1,4,0,0,0,40,39,0
36,6,206520,13,4,3,3,4,1,0,0,40,39,0
31,4,164190,10,2,10,0,4,1,0,0,50,39,1
22,4,287988,10,4,12,1,4,1,0,0,20,39,0
28,0,200819,4,0,0,3,4,1,0,0,84,39,0
23,4,83891,9,4,12,3,1,1,0,0,40,39,0
49,4,65087,14,2,4,0,4,1,15024,0,50,39,1
39,6,363418,13,5,3,3,4,1,0,0,35,39,0
67,0,182378,13,2,0,0,4,1,9386,0,60,39,1
19,4,278870,10,4,6,3,4,1,0,0,16,39,0
30,4,174789,12,2,4,0,4,1,0,1848,50,39,1
25,4,228608,10,4,3,2,1,0,0,0,40,1,0
24,4,184400,9,4,14,3,1,1,0,0,30,0,0
46,4,263568,9,2,7,0,4,1,0,0,40,39,0
37,4,117381,14,2,10,0,4,1,0,0,45,39,0
41,1,83411,9,2,8,0,4,1,0,0,40,39,0
40,6,49156,10,2,10,0,4,1,0,0,20,39,0
44,4,421449,9,0,1,4,4,0,0,0,40,39,0
32,4,238944,9,2,7,0,4,1,0,0,40,39,0
58,4,188982,9,2,6,0,2,1,0,0,20,39,1
48,4,175925,9,2,7,0,4,1,0,0,48,39,0
34,4,164190,13,2,4,0,4,1,0,0,40,39,0
29,4,232914,11,4,1,3,2,0,0,0,40,39,0
46,5,120121,13,2,12,0,4,1,0,0,50,39,1
36,2,180805,9,4,14,1,1,1,0,0,40,39,0
59,2,161944,13,4,1,1,4,1,0,0,38,39,0
29,4,319149,8,2,14,0,4,1,0,0,40,26,0
50,0,22428,14,4,0,1,4,1,0,0,40,39,0
25,4,290528,9,2,7,0,4,1,0,0,40,39,0
27,4,123984,12,4,8,1,1,0,0,0,35,30,0
48,4,34186,9,2,5,0,4,1,0,0,70,39,0
51,1,282680,16,4,10,1,4,0,0,1564,70,39,1
36,4,183892,9,0,14,1,4,1,8614,0,45,39,1
42,2,195124,7,0,12,4,4,1,7430,0,50,33,1
49,7,55938,13,2,1,0,4,1,0,0,40,39,1
33,4,209900,10,4,13,3,4,1,0,0,20,39,0
40,4,179717,13,0,12,1,4,1,0,1564,60,39,1
26,4,150361,13,4,10,1,4,0,0,0,40,39,0
69,0,164102,9,0,0,1,4,0,0,0,40,39,1
59,4,252714,9,2,7,0,4,1,0,0,30,22,0
30,4,205204,9,4,1,3,4,0,0,0,40,39,0
31,2,168906,12,2,1,5,4,0,0,0,35,39,0
30,4,112115,13,2,4,0,4,1,0,0,50,39,1
27,4,116531,13,4,4,1,4,0,0,0,40,39,0
20,0,202994,10,4,0,3,4,0,0,0,16,39,0
56,4,191917,12,0,1,4,4,0,4101,0,40,39,0
24,4,341294,9,2,7,0,4,1,0,0,40,39,0
47,4,216734,13,0,12,4,4,0,0,0,50,39,0
51,4,182187,13,4,10,1,2,1,0,0,35,39,0
34,4,424988,9,2,3,0,4,1,0,0,45,39,0
47,4,379118,9,0,8,4,2,1,0,0,9,39,0
47,4,168232,10,2,1,0,4,1,0,0,44,39,1
20,4,147171,10,4,1,4,1,0,0,0,40,40,0
34,5,207668,9,2,3,0,4,1,0,0,54,0,1
31,4,193650,7,0,8,1,4,0,0,0,40,39,0
42,4,200187,11,0,8,4,4,0,0,0,32,39,0
52,4,188644,3,3,3,2,4,1,0,0,40,26,0
56,4,398067,9,6,1,1,4,0,0,0,40,39,0
53,4,29658,9,2,3,0,4,1,0,0,40,39,1
26,4,154966,10,2,12,0,4,1,0,0,50,39,1
81,4,364099,10,0,1,1,4,0,0,0,20,39,0
28,0,291374,6,4,0,4,2,0,0,0,40,39,0
57,1,97837,10,0,10,1,4,1,0,0,48,39,1
34,4,117983,9,4,1,1,4,0,0,0,40,39,0
31,0,345497,6,2,0,0,4,1,0,0,40,39,0
24,4,64167,11,4,13,4,2,0,0,0,40,39,0
20,4,315877,9,4,8,4,4,1,0,2001,40,39,0
68,1,232151,10,0,1,2,2,0,2346,0,40,39,0
60,4,225526,9,5,12,1,4,0,0,0,32,39,0
37,1,289653,10,2,3,0,4,1,0,0,40,39,0
25,4,179462,4,4,6,4,4,1,0,0,40,39,0
36,1,67317,9,2,1,0,4,1,0,0,40,39,0
45,4,77764,12,2,3,0,4,1,0,0,40,39,0
34,4,253438,10,2,4,0,4,1,0,0,60,39,1
31,4,150309,13,5,4,1,4,0,0,0,70,39,0
47,6,83064,13,2,5,0,4,1,0,0,60,39,0
60,6,376973,9,2,3,0,4,1,0,0,42,39,1
75,4,311184,13,2,4,0,4,1,0,0,24,39,0
43,2,159449,10,2,11,0,4,1,0,0,40,39,0
18,4,168288,9,4,6,3,4,1,0,0,40,39,0
25,4,74883,13,4,13,1,1,0,0,1092,40,30,0
20,4,275190,9,4,1,3,4,0,0,0,40,39,0
32,4,189838,9,4,12,1,4,0,0,0,50,39,0
57,5,101338,13,2,4,0,4,1,0,0,20,39,0
43,4,331894,10,2,14,0,4,1,0,0,60,39,1
18,6,40293,9,4,5,2,4,1,0,0,40,39,0
41,2,88904,13,5,10,4,2,0,0,0,40,39,0
